original,optimized,label
"We love hearing from our listeners. Feel free to drop us a note and let us know what you're thinking!
",We love hearing from our listeners. Feel free to drop us a note and let us know what you're thinking!,0
"The twin wires of the architectural mesh EGLA-TWIN make an alignment to the shape of the facade easy. Even narrower radii are possible.
",The twin wires of the architectural mesh EGLA-TWIN make an alignment to the shape of the facade easy. Even narrower radii are possible.,0
"Our versatile, simple full-length tights with a flat, comfortable waistband. This is the plain version in our stretchy Jersey for Yoga and warmer seasons.
","Our versatile, simple full-length tights with a flat, comfortable waistband. This is the plain version in our stretchy Jersey for Yoga and warmer seasons.",0
"I'm really glad that I will be able to easily adjust the configuration. Also, I assemble computers as a hobby.
","I'm glad that I will be able to easily adjust the configuration. Also, I assemble computers as a hobby.",0
"Windows Password Recovery Tool Standard 6.5.0 Crack With Ultimate Tool Plus Keygen Latest recently released file, with new, updated features. This tool will not let you down.
","Windows Password Recovery Tool Standard 6.5.0 Crack With Ultimate Tool Plus Keygen Latest recently released file, with new, updated features. This tool will not let you down.",0
"I love this! I think I need to get this stamp -- he looks so cool. :) Thanks for playing with us in the TGF challenge!
",I love this! I think I need to get this stamp -- he looks so cool. :) Thanks for playing with us in the TGF challenge!,0
"Alpha 15 develop build 2867 was the third release of the Alpha 15 develop code base. It was released on March 01, 2016.
","Alpha 15 develop build 2867 was the third release of the Alpha 15 develop code base. It was released on March 01, 2016.",0
"and it’s been a joy to serve here. My family loves BCS, and we’re all in. We love BCS’s mission and strategy. I explain why in this 4-minute video.
","and it’s been a joy to serve here. My family loves BCS, and we’re all in. We love BCS’s mission and strategy. I explain why in this 4-minute video.",0
"This is an exploit? I can make this and thought it was just a rare drop or something. Don't even remember where I picked it up.
",This is an exploit? I can make this and thought it was just a rare drop or something. Don't even remember where I picked it up.,0
"Tickets for the Nov. 15 concert will go on sale on Friday, Oct. 11 at 1 p.m. at Sprint Center Box Office.
","Tickets for the Nov. 15 concert will go on sale on Friday, Oct. 11 at 1 p.m. at Sprint Center Box Office.",0
"Dark! mouth filling, dense and rich. Coffee, dark cocoa, boysenberry, mineral and earth. It has it all. With wonderful texture and length. Dark. Mouth filling. Dense. Rich. Repeat.
","Dark! mouth filling, dense and rich. Coffee, dark cocoa, boysenberry, mineral and earth. It has it all. With wonderful texture and length. Dark. Mouth filling. Dense. Rich. Repeat.",0
"Perhaps check this Mixer Link for thirt3en to see if the username in the URL is something different and add that, instead!
","Perhaps check this Mixer Link for thirt3en to see if the username in the URL is something different and add that, instead!",0
"We are please to announce that the winner of the White Tiger draw at the Business Show South West. is Lisa Lewis a Mental Health and Wellbeing Specialist.
",We are please to announce that the winner of the White Tiger draw at the Business Show South West. is Lisa Lewis a Mental Health and Wellbeing Specialist.,0
"We are unable to recreate this error. Please post it on Scilab users mailing list- users@lists.scilab.org to see if anyone else has faced the same error.
",We are unable to recreate this error. Please post it on Scilab users mailing list- users@lists.scilab.org to see if anyone else has faced the same error.,0
"Use our Whipped Topping mixes to make desserts special. Light and fluffy, they're great as toppings, frostings or in parfaits. Simple to make—just add chilled water and whip.
","Use our Whipped Topping mixes to make desserts special. Light and fluffy, they're as toppings, frostings or in parfaits. Simple to make—just add chilled water and whip.",0
"This image has been resized from the original size of 2136 by 3029 To see the full image, click here or on the image itself.
","This image has been resized from the original size of 2136 by 3029 To see the full image, click here or on the image itself.",0
"Note: You are currently viewing documentation for Moodle 2.9. Up-to-date documentation for the latest stable version of Moodle may be available here: Capabilities/mod/data:viewentry.
",Note: You are currently viewing documentation for Moodle 2.9. Up-to-date documentation for the latest stable version of Moodle may be available here: Capabilities/mod/data:viewentry.,0
"No I reset 2 times and no positive result. No support from Lenovo for this problem know since 2018. My last Lenovo product ever.
",No I reset 2 times and no positive result. No support from Lenovo for this problem know since 2018. My last Lenovo product ever.,0
"Information about how to get a reader’s card so that you can view documents held in the Bodleian is here.
",Information about how to get a reader’s card so that you can view documents held in the Bodleian is here.,0
"Hi, I found this information for you: ""Internal communications value as told by CIPR Inside"". Here is the website link: http://clearvoice.agency/value-of-internal-communication/. Thank you.
","Hi, I found this information for you: ""Internal communications value as told by CIPR Inside"". Here is the website link: http://clearvoice.agency/value-of-internal-communication/. Thank you.",0
"This Bichon Frise Mom Hoodie makes great gifts for yourself or for a Bichon Frise lover that you know. Available in 12 colors. Unisex sizes Small to 5 XL.
",This Bichon Frise Mom Hoodie makes gifts for yourself or for a Bichon Frise lover that you know. Available in 12 colors. Unisex sizes Small to 5 XL.,0
"Get an inside look at specialty imaging production with these quick online plant tours, showing off our members’ cutting-edge production facilities.
","Get an inside look at specialty imaging production with these quick online plant tours, showing off our members’ cutting-edge production facilities.",0
